"rank","property_id","address","latitude","longitude","price","currency","bathrooms","bedrooms","area","land_area","zestimate","rent_zestimate","days_on_zillow","sold_date","is_zillow_owned","image","listing_type","status_text","broker_name","input","property_url","listing_url"
"447","63645407","4646 Hartley St APT 1, San Diego, CA 92102","32.71063","-117.09422","599999","USD","3","2","1141 sqft","","590200","3356","54","","False","https://photos.zillowstatic.com/fp/5d7869d7b476692be8ea65c3300baefe-p_e.jpg","FOR SALE","Townhouse for sale","ShoppingSDHouses","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/4646-Hartley-St-APT-1-San-Diego-CA-92102/63645407_zpid/","https://www.zillow.com/san-diego-ca/11_p/"
"15","16658635","1370 Cassins St, Carlsbad, CA 92011","33.095943","-117.29202","2475000","USD","4","4","3659 sqft","","2425400","7278","0","","False","https://photos.zillowstatic.com/fp/2ae512c36a4663df229e55732821576a-p_e.jpg","FOR SALE","House for sale","Jason Wallock, Broker","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/1370-Cassins-St-Carlsbad-CA-92011/16658635_zpid/","https://www.zillow.com/homes/Carlsbad,-CA_rb/"
"495","19689439","2357 Walden Sq, San Jose, CA 95124","37.279045","-121.91666","2495000","USD","3","5","2734 sqft","","2591400","6343","24","","False","https://photos.zillowstatic.com/fp/3fae1484b54cad642a5229da69c466e9-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/2357-Walden-Sq-San-Jose-CA-95124/19689439_zpid/","https://www.zillow.com/san-jose-ca/13_p/"
"373","63113705","15 Balcony, Irvine, CA 92603","33.641663","-117.77427","5588000","USD","6","6","5134 sqft","","5424500","13760","3","","False","https://photos.zillowstatic.com/fp/7f5fba4bf8e9888f342ad5b189c16939-p_e.jpg","FOR SALE","House for sale","Coldwell Banker Realty","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/15-Balcony-Irvine-CA-92603/63113705_zpid/","https://www.zillow.com/irvine-ca/10_p/"
"566","16989805","6775 Alvarado Rd UNIT 26, San Diego, CA 92120","32.77585","-117.05288","475000","USD","2","2","1139 sqft","","476300","2731","12","","False","https://photos.zillowstatic.com/fp/0108998c8539b0597f2252cddf4c2008-p_e.jpg","FOR SALE","Condo for sale","Acropolis Enterprise","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/6775-Alvarado-Rd-UNIT-26-San-Diego-CA-92120/16989805_zpid/","https://www.zillow.com/san-diego-ca/14_p/"
"384","448737757","461 Mulligan, Irvine, CA 92618","33.67861","-117.72647","1399990","USD","4","3","2567 sqft","","","","3","","False","https://photos.zillowstatic.com/fp/8b4307338f71a78ec3603137267fad3b-p_e.jpg","FOR SALE","New construction","","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/461-Mulligan-Irvine-CA-92618/448737757_zpid/","https://www.zillow.com/irvine-ca/10_p/"
"286","19690782","2782 Custer Dr, San Jose, CA 95124","37.271347","-121.91721","1899888","USD","2","3","1150 sqft","","","4609","3","","False","https://photos.zillowstatic.com/fp/8c3cdf909161a980e785a2106806e8f9-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/2782-Custer-Dr-San-Jose-CA-95124/19690782_zpid/","https://www.zillow.com/san-jose-ca/7_p/"
"19","19738259","519 Salmon Dr, San Jose, CA 95111","37.304104","-121.84612","998000","USD","2","4","1230 sqft","","1004800","4023","35","","False","https://photos.zillowstatic.com/fp/2cb6a7ee96488b03b63a5114653916aa-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/519-Salmon-Dr-San-Jose-CA-95111/19738259_zpid/","https://www.zillow.com/homes/San-Jose,-CA_rb/"
"18","17010709","3596 44th St, San Diego, CA 92105","32.743877","-117.100105","604900","USD","2","2","675 sqft","","","2481","50","","False","https://photos.zillowstatic.com/fp/27211093780507320c3eaa7a05f89e59-p_e.jpg","FOR SALE","House for sale","Realty Enterprise","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/3596-44th-St-San-Diego-CA-92105/17010709_zpid/","https://www.zillow.com/homes/San-Diego,-CA_rb/"
"219","16850949","438 Retaheim Way, La Jolla, CA 92037","32.826656","-117.275085","2700000","USD","2","3","1518 sqft","","2715800","7411","14","","False","https://photos.zillowstatic.com/fp/f5961c4f9cc83a702350eee970dd80ca-p_e.jpg","FOR SALE","House for sale","Jon Miller Realty","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/438-Retaheim-Way-La-Jolla-CA-92037/16850949_zpid/","https://www.zillow.com/san-diego-ca/6_p/"
"150","241607516","3337 Lincoln St, Carlsbad, CA 92008","33.15455","-117.348236","2095000","USD","3","2","1688 sqft","","2031300","5342","15","","False","https://photos.zillowstatic.com/fp/787d507e5c96226c7b7b8b9f55c50709-p_e.jpg","FOR SALE","Townhouse for sale","Compass","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/3337-Lincoln-St-Carlsbad-CA-92008/241607516_zpid/","https://www.zillow.com/carlsbad-ca/4_p/"
"164","250195724","3970 Highland Dr, Carlsbad, CA 92008","33.153538","-117.329315","3250000","USD","5","5","3691 sqft","","3198000","7956","10","","False","https://photos.zillowstatic.com/fp/d688b4303de30e0cd60a4fb7f96d9101-p_e.jpg","FOR SALE","House for sale","Jed Bratt, Broker","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/3970-Highland-Dr-Carlsbad-CA-92008/250195724_zpid/","https://www.zillow.com/carlsbad-ca/4_p/"
"215","82943138","5209 Don Valdez Dr, Carlsbad, CA 92010","33.150185","-117.29123","575000","USD","2","3","1634 sqft","","566300","3177","54","","False","https://photos.zillowstatic.com/fp/8a200858bf5044ef787ad79998b96540-p_e.jpg","FOR SALE","Home for sale","Re/Max Partners","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/5209-Don-Valdez-Dr-Carlsbad-CA-92010/82943138_zpid/","https://www.zillow.com/carlsbad-ca/6_p/"
"767","89475843","2881 Meridian Ave UNIT 108, San Jose, CA 95124","37.271637","-121.90755","949000","USD","2","2","1447 sqft","","934600","3802","42","","False","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=37.271636962890625,-121.90754699707031&key=AIzaSyBWYJWCA8FNMQvSe_k3LKfDGJaEgdKwsco&signature=yf_MvELzlfRpmrfThdInhIIPiA8=","FOR SALE","Condo for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/2881-Meridian-Ave-UNIT-108-San-Jose-CA-95124/89475843_zpid/","https://www.zillow.com/san-jose-ca/19_p/"
"378","16765950","13091 Caminito Del Rocio, Del Mar, CA 92014","32.937153","-117.25509","2470000","USD","4","3","2200 sqft","","2429400","7601","2","","False","https://photos.zillowstatic.com/fp/a792541cb65d39389e74614453974b28-p_e.jpg","FOR SALE","Coming soon","Coldwell Banker Realty","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/13091-Caminito-Del-Rocio-Del-Mar-CA-92014/16765950_zpid/","https://www.zillow.com/san-diego-ca/10_p/"
"479","447476999","316 Carefree, Irvine, CA 92618","33.69406","-117.694214","2190000","USD","3","4","2410 sqft","","2151800","","23","","False","https://photos.zillowstatic.com/fp/ef280997a7367026e96dbbf93bed785c-p_e.jpg","FOR SALE","House for sale","Coldwell Banker Realty","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/316-Carefree-Irvine-CA-92618/447476999_zpid/","https://www.zillow.com/irvine-ca/12_p/"
"381","79812817","5102 Scholarship, Irvine, CA 92612","33.66659","-117.85311","2395000","USD","3","2","2052 sqft","","2317900","6392","4","","False","https://photos.zillowstatic.com/fp/61244b726045552594b88b6db87ee8c7-p_e.jpg","FOR SALE","Condo for sale","Luxe Real Estate","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/5102-Scholarship-Irvine-CA-92612/79812817_zpid/","https://www.zillow.com/irvine-ca/10_p/"
"462","446897276","Amaris 4 Plan, Great Park Neighborhoods : Amaris at Luna Park","33.6654","-117.7234","1199990","USD","3","3","2219 sqft","","1197100","","52","","False","https://photos.zillowstatic.com/fp/9a19e34055b777a07aba550be1599aad-p_e.jpg","FOR SALE","New construction","","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/community/great-park-neighborhoods-amaris-at-luna-park/446897276_zpid/","https://www.zillow.com/irvine-ca/12_p/"
"391","447913016","105 Proctor, Irvine, CA 92618","33.666283","-117.72097","1379990","USD","2","3","2355 sqft","","1378100","","29","","False","https://photos.zillowstatic.com/fp/065bf145ae205a0c07a179686dfed02c-p_e.jpg","FOR SALE","New construction","Keller Williams Realty","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/105-Proctor-Irvine-CA-92618/447913016_zpid/","https://www.zillow.com/irvine-ca/10_p/"
"625","16741516","17459 Plaza Dolores, San Diego, CA 92128","33.029335","-117.05148","668800","USD","2","3","1431 sqft","","661300","3483","2","","False","https://photos.zillowstatic.com/fp/5ccff5076a8dbf4fda71f60fe58dd74e-p_e.jpg","FOR SALE","Condo for sale","Douglas Elliman of California, Inc.","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/17459-Plaza-Dolores-San-Diego-CA-92128/16741516_zpid/","https://www.zillow.com/san-diego-ca/16_p/"
"790","153275138","477 Greendale Way, San Jose, CA 95129","37.318745","-121.98337","2350000","USD","","","3713 sqft","","2205400","4232","66","","False","https://photos.zillowstatic.com/fp/7fb32335873cd6a77a0ad46397a1874f-p_e.jpg","FOR SALE","Multi-family home for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/477-Greendale-Way-San-Jose-CA-95129/153275138_zpid/","https://www.zillow.com/san-jose-ca/20_p/"
"125","19766687","6932 Serenity Way, San Jose, CA 95120","37.209553","-121.84853","2288000","USD","2","4","1616 sqft","","2284500","5257","3","","False","https://photos.zillowstatic.com/fp/9bc6dafb7dfcd801712f283c02e5048f-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/6932-Serenity-Way-San-Jose-CA-95120/19766687_zpid/","https://www.zillow.com/san-jose-ca/4_p/"
"33","246154661","195 Bright Poppy, Irvine, CA 92618","33.70287","-117.72572","1750000","USD","3","4","1996 sqft","","1765600","5455","8","","False","https://photos.zillowstatic.com/fp/7aa0fab09b30ab4dbaadff94dd0c2c0d-p_e.jpg","FOR SALE","Condo for sale","Uniti Realty","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/195-Bright-Poppy-Irvine-CA-92618/246154661_zpid/","https://www.zillow.com/homes/Irvine,-CA_rb/"
"235","16994019","4430 Caminito Ocio, San Diego, CA 92108","32.775295","-117.10035","1059000","USD","3","3","1748 sqft","","1039600","4928","1","","False","https://photos.zillowstatic.com/fp/803e0e772d14d4c45b71f6a4b27c1643-p_e.jpg","FOR SALE","Condo for sale","Tranquility Real Estate Services","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/4430-Caminito-Ocio-San-Diego-CA-92108/16994019_zpid/","https://www.zillow.com/san-diego-ca/6_p/"
"498","19567293","863 N 17th St, San Jose, CA 95112","37.36044","-121.887184","999999","USD","1","3","1293 sqft","","","3848","14","","False","https://photos.zillowstatic.com/fp/d343abe15646d5ef2c5eaaba8e341c3e-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/863-N-17th-St-San-Jose-CA-95112/19567293_zpid/","https://www.zillow.com/san-jose-ca/13_p/"
"80","82961332","1234 Stafford St, San Luis Obispo, CA 93405","35.292473","-120.660385","1095000","USD","2","2","1163 sqft","","1077100","3879","22","","False","https://photos.zillowstatic.com/fp/ddb9176a126109223d4a002f34f81601-p_e.jpg","FOR SALE","House for sale","Stable Properties","https://www.zillow.com/homes/San-Luis-Obispo,-CA_rb/","https://www.zillow.com/homedetails/1234-Stafford-St-San-Luis-Obispo-CA-93405/82961332_zpid/","https://www.zillow.com/san-luis-obispo-ca/2_p/"
"160","300480674","1998 Galileo Ln, San Jose, CA 95133","37.36837","-121.864","998888","USD","4","3","1988 sqft","","1075900","4201","2","","False","https://photos.zillowstatic.com/fp/e06d3adad6ab66f7f6498d669d3fa991-p_e.jpg","FOR SALE","Townhouse for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/1998-Galileo-Ln-San-Jose-CA-95133/300480674_zpid/","https://www.zillow.com/san-jose-ca/4_p/"
"78","15426475","1185 E Foothill Blvd APT 17, San Luis Obispo, CA 93405","35.294518","-120.66457","740000","USD","2","2","1218 sqft","","758900","3212","19","","False","https://photos.zillowstatic.com/fp/0a9ef0300c0fb364186892cca9ab8d82-p_e.jpg","FOR SALE","Townhouse for sale","","https://www.zillow.com/homes/San-Luis-Obispo,-CA_rb/","https://www.zillow.com/homedetails/1185-E-Foothill-Blvd-APT-17-San-Luis-Obispo-CA-93405/15426475_zpid/","https://www.zillow.com/san-luis-obispo-ca/2_p/"
"85","19684101","1529 Sanborn Ave, San Jose, CA 95110","37.312813","-121.8737","1250000","USD","3","5","2365 sqft","","","2062","8","","False","https://photos.zillowstatic.com/fp/345c508ce7dce5cb5b410a9eb69e65b2-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/1529-Sanborn-Ave-San-Jose-CA-95110/19684101_zpid/","https://www.zillow.com/san-jose-ca/3_p/"
"485","140624462","4993 Old Cliffs Rd, San Diego, CA 92120","32.8009","-117.086975","184900","USD","2","2","1440 sqft","","177600","4525","35","","False","https://photos.zillowstatic.com/fp/6eeb1fb7223b11854986630c8e723f7d-p_e.jpg","FOR SALE","Home for sale","Keller Williams Realty","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/4993-Old-Cliffs-Rd-San-Diego-CA-92120/140624462_zpid/","https://www.zillow.com/san-diego-ca/12_p/"
"138","16658645","6943 Wildrose Ter, Carlsbad, CA 92011","33.104237","-117.295296","2049000","USD","3","5","2888 sqft","","2011000","6623","14","","False","https://photos.zillowstatic.com/fp/b02b8fa517a2870a8ad1d83dfda600a2-p_e.jpg","FOR SALE","House for sale","Sun & Company Inc","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/6943-Wildrose-Ter-Carlsbad-CA-92011/16658645_zpid/","https://www.zillow.com/carlsbad-ca/4_p/"
"796","2053934314","Plan 5 Plan, Lotus at UrbanOak","37.24174","-121.7864","1283900","USD","3","2","1690 sqft","","","4483","59","","False","https://photos.zillowstatic.com/fp/bf6fa418217ea1ec881668c0efaae75e-p_e.jpg","FOR SALE","New construction","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/community/lotus-at-urbanoak/2053934314_zpid/","https://www.zillow.com/san-jose-ca/20_p/"
"388","447534013","211 S Pardee St, San Diego, CA 92102","32.707165","-117.117714","775000","USD","2","3","1392 sqft","","776900","","35","","False","https://photos.zillowstatic.com/fp/ad072506161809bbd510356688a0ded3-p_e.jpg","FOR SALE","House for sale","Coldwell Banker West","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/211-S-Pardee-St-San-Diego-CA-92102/447534013_zpid/","https://www.zillow.com/san-diego-ca/10_p/"
"785","16741032","17466 Plaza Abierto UNIT 5, San Diego, CA 92128","33.029434","-117.05736","599000","USD","2","2","1431 sqft","","580700","3498","22","","False","https://photos.zillowstatic.com/fp/55a191fcf3a134e99d11611d1cb6f424-p_e.jpg","FOR SALE","Condo for sale","Berkshire Hathaway HomeService","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/17466-Plaza-Abierto-UNIT-5-San-Diego-CA-92128/16741032_zpid/","https://www.zillow.com/san-diego-ca/20_p/"
"361","52512785","12987 La Tortola, San Diego, CA 92129","32.95405","-117.11321","1568000","USD","3","4","2292 sqft","","1553000","5073","16","","False","https://photos.zillowstatic.com/fp/521e75af0e7c8ed101ed1daf28080ec9-p_e.jpg","FOR SALE","House for sale","eXp Realty of Southern CA","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/12987-La-Tortola-San-Diego-CA-92129/52512785_zpid/","https://www.zillow.com/san-diego-ca/9_p/"
"72","25569522","24705 Queens Ct, Laguna Niguel, CA 92677","33.540516","-117.69891","2740000","USD","4","5","3653 sqft","","2695200","7214","71","","False","https://photos.zillowstatic.com/fp/5b3bf34a3d024eb1bb4aae091da55f1f-p_e.jpg","FOR SALE","House for sale","Balboa Real Estate, Inc","https://www.zillow.com/homes/Laguna-Niguel,-CA_rb/","https://www.zillow.com/homedetails/24705-Queens-Ct-Laguna-Niguel-CA-92677/25569522_zpid/","https://www.zillow.com/laguna-niguel-ca/2_p/"
"43","16656925","7151 Babilonia St, Carlsbad, CA 92009","33.100124","-117.24764","2795000","USD","5","4","3105 sqft","","","","56","","False","https://photos.zillowstatic.com/fp/45aa4d88257126353bf61b48559430b4-p_e.jpg","FOR SALE","House for sale","Pacific Sotheby's Int'l Realty","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/7151-Babilonia-St-Carlsbad-CA-92009/16656925_zpid/","https://www.zillow.com/carlsbad-ca/2_p/"
"78","52506639","4007 Canario St APT E, Carlsbad, CA 92008","33.147682","-117.33859","1299000","USD","4","3","1964 sqft","","1261800","5809","17","","False","https://photos.zillowstatic.com/fp/f18bcac5db2793d7f803b83e7523ee9c-p_e.jpg","FOR SALE","Condo for sale","First Principles RE","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/4007-Canario-St-APT-E-Carlsbad-CA-92008/52506639_zpid/","https://www.zillow.com/carlsbad-ca/2_p/"
"687","19674269","14936 Sutton Dr, San Jose, CA 95124","37.251656","-121.91798","2530000","USD","2","4","1680 sqft","","2532900","4847","21","","False","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=37.25165557861328,-121.91797637939453&key=AIzaSyBWYJWCA8FNMQvSe_k3LKfDGJaEgdKwsco&signature=ASM8BuYB-XbctUmNKjERUFdt2a8=","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/14936-Sutton-Dr-San-Jose-CA-95124/19674269_zpid/","https://www.zillow.com/san-jose-ca/17_p/"
"466","79808021","8077 Scholarship, Irvine, CA 92612","33.665646","-117.852615","1048000","USD","2","1","1349 sqft","","1033100","4335","21","","False","https://photos.zillowstatic.com/fp/ac3fe6b203501d345dff9ae75149b2ca-p_e.jpg","FOR SALE","Condo for sale","HomeSmart, Evergreen Realty","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/8077-Scholarship-Irvine-CA-92612/79808021_zpid/","https://www.zillow.com/irvine-ca/12_p/"
"276","25493701","2 Cherry, Irvine, CA 92612","33.66319","-117.800415","1558000","USD","2","3","1538 sqft","","","4547","39","","False","https://photos.zillowstatic.com/fp/59b88c43f244754e48cc2864d0cb32b8-p_e.jpg","FOR SALE","House for sale","Wetrust Realty","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/2-Cherry-Irvine-CA-92612/25493701_zpid/","https://www.zillow.com/irvine-ca/7_p/"
